Product ID,Image Url
935314,http://img3.banggood.com/images/2014/lihaosheng/07/SKU148522/SKU14852214.jpg
935314,http://img2.banggood.com/images/oaupload/banggood/images/A3/F5/2cf05a5c-cca4-4bdb-bb61-6806e85f4c40.jpg
935314,http://img2.banggood.com/images/2014/lihaosheng/07/SKU148522/SKU14852210.jpg
935314,http://img.banggood.com/images/oaupload/banggood/images/A3/F5/406d40ba-81fb-49bc-a903-9d16ff93ce6a.jpg
935314,http://img3.banggood.com/images/oaupload/banggood/images/A3/F5/492fa469-96ed-408b-922f-a37082d42acb.jpg
935314,http://img1.banggood.com/images/oaupload/banggood/images/A3/F5/6a6b83f9-ff33-41b3-91af-22669b417ccf.jpg
1124959,http://img.banggood.com/images/oaupload/banggood/images/9A/4F/8a4d17c6-8aae-42ee-8926-6487083f6033.png
1124959,http://img.banggood.com/images/oaupload/banggood/images/09/86/a2245ecd-0c90-4558-875a-454a8fed3f1a.png
1124959,http://img1.banggood.com/images/oaupload/banggood/images/0F/58/129e1417-2f43-4f5c-93bd-ec7bd90e0e56.png
1124959,http://img1.banggood.com/images/oaupload/banggood/images/E5/75/f0cd430b-1c61-4ec4-97b9-9bd61afedcbc.png
1124959,http://img1.banggood.com/images/oaupload/banggood/images/D3/26/dbac2a0d-392c-4f8f-9766-4e1d3cdc995f.png
1124959,http://img1.banggood.com/images/oaupload/banggood/images/2F/7B/beb7d31f-5499-49dc-8697-ada02b42b255.png
1124959,http://img.banggood.com/images/oaupload/banggood/images/52/23/634ec8c5-abe5-41cd-9809-38d39dc093d8.png
1124959,http://img.banggood.com/images/oaupload/banggood/images/91/E2/4a2d84d4-0cb4-41b0-bfe6-b7614e6c5bdf.png
1124959,http://img.banggood.com/images/oaupload/banggood/images/A0/EB/5c91bdc1-4f67-416b-a1d7-7b89d806b269.png
1124959,http://img.banggood.com/images/oaupload/banggood/images/2F/F4/14afc745-effb-4145-b51b-d9106e21f974.png
1124959,http://img3.banggood.com/images/oaupload/banggood/images/9B/07/e2df64ce-7d4f-4ab1-8bc3-549e0defffce.png
1124959,http://img2.banggood.com/images/oaupload/banggood/images/9C/74/87082ff7-a668-4967-a35d-bc4132700e34.png
1124959,http://img1.banggood.com/images/oaupload/banggood/images/93/8D/9414c6b2-336e-452e-b250-101990d50d42.png
1124959,http://img3.banggood.com/images/oaupload/banggood/images/47/EA/003ef324-bc4b-423a-8baa-fdd55839823d.png
1124959,http://img.banggood.com/images/oaupload/banggood/images/E8/26/3c3a50c6-9198-458d-be7a-20b47e7152fa.png
1124959,http://img2.banggood.com/images/oaupload/banggood/images/9A/DB/d1c80113-0f79-4b50-a4f3-2dc142277814.png
1119974,http://img2.banggood.com/images/oaupload/banggood/images/38/3A/ded1cb4e-ef7a-4a40-9791-64b1cd011ede.png
1119974,http://img1.banggood.com/images/oaupload/banggood/images/6C/26/6483e68a-5c9b-4ee7-89b7-8c01e89b488f.png
1119974,http://img2.banggood.com/images/oaupload/banggood/images/E4/27/9df7cfdd-2ade-4b66-b620-64bf63713fac.png
1119974,http://img.banggood.com/images/oaupload/banggood/images/5A/AE/9a3daae2-36e9-4006-bcd5-9b68dd306811.png
1119974,http://img2.banggood.com/images/oaupload/banggood/images/7B/59/41a25845-6867-42e2-ad4f-5c90315d98ca.png
1119974,http://img2.banggood.com/images/oaupload/banggood/images/95/E0/1ee66d43-71e9-4de0-a5fb-d7f42a0010b5.png
1119974,http://img.banggood.com/images/oaupload/banggood/images/44/94/23ccd58f-8811-4e82-89f3-4b9282678007.png
1119974,http://img3.banggood.com/images/oaupload/banggood/images/24/E5/d29b6dbf-43ad-4b93-a854-d79e07eda41e.png
1119974,http://img3.banggood.com/images/oaupload/banggood/images/3D/CE/0bb80136-9dac-43ab-9cea-705abd7b01ae.png
1119974,http://img2.banggood.com/images/oaupload/banggood/images/4B/1B/d77062a2-8e37-4b5f-865b-cad94af5cdf5.png
1119974,http://img3.banggood.com/images/oaupload/banggood/images/02/1F/9c8de153-ca8a-4c4d-a6b6-431422b618ac.png
1119974,http://img1.banggood.com/images/oaupload/banggood/images/31/59/e03a8bcc-fcf5-4cbe-b467-6e9dbc0ea964.png
1119974,http://img3.banggood.com/images/oaupload/banggood/images/AE/EE/0aed993d-cebb-4206-a31e-e79111cff0f8.png
1119974,http://img2.banggood.com/images/oaupload/banggood/images/B8/A4/10ca60ef-1b04-45c7-ab56-bff1f527ec6b.png
1119974,http://img1.banggood.com/images/oaupload/banggood/images/FC/2B/5adef82c-8420-47ca-9696-d25991a847a0.png
46139,http://img3.banggood.com/images/upload/2012/limin/SKU033132_11.JPG
46139,http://img1.banggood.com/images/upload/2012/limin/SKU033132_21.JPG
46139,http://img3.banggood.com/images/upload/2012/limin/SKU033132_31.JPG
46139,http://img.banggood.com/images/upload/2012/limin/SKU033132_41.JPG
46139,http://img3.banggood.com/images/upload/2012/limin/SKU033132_51.JPG
46139,http://img3.banggood.com/images/upload/2012/limin/SKU033132_61.JPG
1117868,http://img1.banggood.com/images/oaupload/banggood/images/84/DC/dcc737f2-6cb1-4ac9-81e9-39fcf682c638.png
1117868,http://img1.banggood.com/images/oaupload/banggood/images/28/A6/06247a95-6ba1-4510-9aa0-2502392a6230.png
1117868,http://img.banggood.com/images/oaupload/banggood/images/A1/21/c5f247a1-768e-47c1-8f34-e796d1969854.png
1117868,http://img2.banggood.com/images/oaupload/banggood/images/AD/BE/04583baf-7725-4125-bcf5-f8fad82f15e0.png
1117868,http://img2.banggood.com/images/oaupload/banggood/images/BB/D7/0cfbb0fb-fc90-42ea-9de9-978d0688592a.png
1117868,http://img1.banggood.com/images/oaupload/banggood/images/95/B1/39cf222b-91d6-4a6a-bc2e-94aef29cc55e.png
1117868,http://img3.banggood.com/images/oaupload/banggood/images/F5/BE/4448c6a4-1976-41ce-a6a0-c68600f998df.png
1117868,http://img2.banggood.com/images/oaupload/banggood/images/B2/A3/fee1237e-d837-402f-8d83-2af8efc2920b.png
1117868,http://img1.banggood.com/images/oaupload/banggood/images/6F/FC/45541156-09e1-4078-a6d6-2df31cb97f40.png
